GEO_ID,State ID,County ID,Census Tract ID,NAME,State Total,Total Non-White,Unemployment Rate Ages 16+,Total Population,Total Population Under 5,Total Population over 64,Total Households,Total Households Below Poverty,Estimate!!Total!!All households,Estimate!!Limited English-speaking households!!All households,Total Households,Housing Burdened Homes,Total,Total Less Than High School Education
1400000US37075920300,37,75,37075920300,"Census Tract 9203, Graham County, North Carolina",3616,1010,2.1,3616,149,887,1395,272,1395,56,928,115,2483,503
1400000US37077970101,37,77,37077970101,"Census Tract 9701.01, Granville County, North Carolina",4475,1873,8.4,4475,135,1012,1632,341,1632,0,1068,319,3004,448
1400000US37077970102,37,77,37077970102,"Census Tract 9701.02, Granville County, North Carolina",4011,1482,9.8,4011,150,670,1254,191,1254,0,992,243,2620,491
1400000US37077970200,37,77,37077970200,"Census Tract 9702, Granville County, North Carolina",4853,2954,4.2,4853,184,1053,1655,232,1655,12,1109,194,3608,605
1400000US37077970300,37,77,37077970300,"Census Tract 9703, Granville County, North Carolina",3545,1580,8.5,3545,223,709,1475,239,1475,65,840,211,2680,562
1400000US37077970400,37,77,37077970400,"Census Tract 9704, Granville County, North Carolina",4053,2975,6.4,4053,172,851,1647,378,1647,23,720,160,2971,267
1400000US37077970500,37,77,37077970500,"Census Tract 9705, Granville County, North Carolina",4609,2369,6.2,4609,180,1003,1611,140,1611,30,1243,251,3021,244
1400000US37077970601,37,77,37077970601,"Census Tract 9706.01, Granville County, North Carolina",4399,914,8.3,4399,142,581,1767,218,1767,0,1322,162,3205,435
1400000US37077970604,37,77,37077970604,"Census Tract 9706.04, Granville County, North Carolina",3307,1337,0,3307,238,508,1353,178,1353,0,1204,459,2529,552
1400000US37077970605,37,77,37077970605,"Census Tract 9706.05, Granville County, North Carolina",6259,1367,0.8,6259,460,735,2209,157,2209,0,2012,371,4439,333
1400000US37077970606,37,77,37077970606,"Census Tract 9706.06, Granville County, North Carolina",2212,752,4.7,2212,88,480,764,22,764,0,649,82,1682,55
1400000US37077970607,37,77,37077970607,"Census Tract 9706.07, Granville County, North Carolina",5477,2502,2.7,5477,565,503,1956,347,1956,27,1596,384,3834,319
1400000US37077970701,37,77,37077970701,"Census Tract 9707.01, Granville County, North Carolina",5655,1480,3.1,5655,270,904,1955,92,1955,15,1711,258,3768,304
1400000US37077970702,37,77,37077970702,"Census Tract 9707.02, Granville County, North Carolina",2328,1264,9.7,2328,132,497,757,113,757,40,431,59,1675,644
1400000US37077970703,37,77,37077970703,"Census Tract 9707.03, Granville County, North Carolina",4633,2728,8.4,4633,119,838,1097,107,1097,44,765,166,3164,636
1400000US37077970704,37,77,37077970704,"Census Tract 9707.04, Granville County, North Carolina",1038,563,-,1038,8,84,0,0,0,0,0,0,972,124
1400000US37079950101,37,79,37079950101,"Census Tract 9501.01, Greene County, North Carolina",3846,1852,8.1,3846,314,610,1408,237,1408,60,1109,319,2597,554
1400000US37079950102,37,79,37079950102,"Census Tract 9501.02, Greene County, North Carolina",4621,2689,3,4621,136,755,1031,228,1031,23,685,131,3710,910
1400000US37079950200,37,79,37079950200,"Census Tract 9502, Greene County, North Carolina",4746,2451,11.6,4746,159,780,1522,227,1522,49,1227,264,3201,856
1400000US37079950301,37,79,37079950301,"Census Tract 9503.01, Greene County, North Carolina",4464,2524,5.4,4464,291,743,1678,402,1678,61,923,209,3162,643
1400000US37079950302,37,79,37079950302,"Census Tract 9503.02, Greene County, North Carolina",2847,1489,1.2,2847,127,549,1140,302,1140,2,603,179,1894,296
1400000US37081010100,37,81,37081010100,"Census Tract 101, Guilford County, North Carolina",1644,1433,6.2,1644,157,215,617,210,617,20,234,90,1085,266
1400000US37081010200,37,81,37081010200,"Census Tract 102, Guilford County, North Carolina",5014,3629,12.9,5014,657,322,2318,619,2318,234,587,288,3411,400
1400000US37081010300,37,81,37081010300,"Census Tract 103, Guilford County, North Carolina",2567,2013,10.5,2567,162,266,917,228,917,78,398,84,1608,353
1400000US37081010401,37,81,37081010401,"Census Tract 104.01, Guilford County, North Carolina",1483,263,0.9,1483,98,217,746,97,746,0,450,159,1117,27
1400000US37081010403,37,81,37081010403,"Census Tract 104.03, Guilford County, North Carolina",1483,263,4.5,1483,62,278,782,56,782,5,388,83,1222,8
1400000US37081010404,37,81,37081010404,"Census Tract 104.04, Guilford County, North Carolina",2483,66,2.9,2483,72,529,968,33,968,0,901,239,1765,54
1400000US37081010500,37,81,37081010500,"Census Tract 105, Guilford County, North Carolina",2398,450,4.3,2398,36,480,1157,126,1157,0,736,106,1900,32
1400000US37081010601,37,81,37081010601,"Census Tract 106.01, Guilford County, North Carolina",2651,608,4.8,2651,120,437,1284,168,1284,40,798,114,2146,129
1400000US37081010602,37,81,37081010602,"Census Tract 106.02, Guilford County, North Carolina",4672,2195,3.3,4672,0,121,1650,452,1650,14,487,106,2100,122
1400000US37081010701,37,81,37081010701,"Census Tract 107.01, Guilford County, North Carolina",2005,455,4.6,2005,65,282,838,75,838,0,427,42,1343,41
1400000US37081010702,37,81,37081010702,"Census Tract 107.02, Guilford County, North Carolina",6582,3390,10,6582,11,100,882,252,882,7,180,16,1023,9
1400000US37081010800,37,81,37081010800,"Census Tract 108, Guilford County, North Carolina",3054,1003,2.7,3054,47,480,1289,275,1289,0,327,38,2633,366
1400000US37081010900,37,81,37081010900,"Census Tract 109, Guilford County, North Carolina",1823,1022,18.1,1823,35,220,925,226,925,9,205,10,1269,26
1400000US37081011000,37,81,37081011000,"Census Tract 110, Guilford County, North Carolina",5411,4732,23.1,5411,88,159,593,212,593,13,85,0,844,52
1400000US37081011101,37,81,37081011101,"Census Tract 111.01, Guilford County, North Carolina",3986,3780,8.6,3986,374,577,1622,506,1622,223,529,227,2462,798
1400000US37081011102,37,81,37081011102,"Census Tract 111.02, Guilford County, North Carolina",2373,2326,6.2,2373,78,617,946,143,946,0,599,140,1727,165
1400000US37081011201,37,81,37081011201,"Census Tract 112.01, Guilford County, North Carolina",3067,2253,11.3,3067,75,193,1006,350,1006,0,227,27,1214,298
1400000US37081011202,37,81,37081011202,"Census Tract 112.02, Guilford County, North Carolina",3188,3187,14,3188,217,281,1246,475,1246,19,431,80,1510,494
1400000US37081011300,37,81,37081011300,"Census Tract 113, Guilford County, North Carolina",2924,2872,3.7,2924,212,473,1520,414,1520,18,716,158,2159,396
1400000US37081011400,37,81,37081011400,"Census Tract 114, Guilford County, North Carolina",5658,5246,12.4,5658,755,594,1918,1053,1918,0,413,81,2722,392
1400000US37081011500,37,81,37081011500,"Census Tract 115, Guilford County, North Carolina",2452,1532,13.2,2452,34,472,1126,266,1126,25,564,68,1546,415
1400000US37081011601,37,81,37081011601,"Census Tract 116.01, Guilford County, North Carolina",3006,2280,6.5,3006,127,188,998,178,998,24,467,95,1891,558
1400000US37081011602,37,81,37081011602,"Census Tract 116.02, Guilford County, North Carolina",3022,2352,2,3022,252,221,1022,198,1022,119,381,88,1940,607
1400000US37081011904,37,81,37081011904,"Census Tract 119.04, Guilford County, North Carolina",5288,4141,6.5,5288,444,325,2221,582,2221,14,929,267,3532,442
1400000US37081011905,37,81,37081011905,"Census Tract 119.05, Guilford County, North Carolina",4981,4208,7.4,4981,565,494,1848,388,1848,55,938,183,3207,545
1400000US37081012503,37,81,37081012503,"Census Tract 125.03, Guilford County, North Carolina",4353,1428,3.6,4353,194,717,1845,172,1845,43,1285,162,3074,67
1400000US37081012504,37,81,37081012504,"Census Tract 125.04, Guilford County, North Carolina",3265,2232,4.8,3265,245,447,1261,241,1261,55,474,136,2081,252
1400000US37081012505,37,81,37081012505,"Census Tract 125.05, Guilford County, North Carolina",4157,363,4,4157,195,935,1664,30,1664,0,1615,184,3053,60
1400000US37081012508,37,81,37081012508,"Census Tract 125.08, Guilford County, North Carolina",3069,451,5,3069,50,625,1420,155,1420,0,1003,213,2445,171
1400000US37081012509,37,81,37081012509,"Census Tract 125.09, Guilford County, North Carolina",2524,382,5,2524,113,663,955,34,955,0,829,146,1912,43
1400000US37081012510,37,81,37081012510,"Census Tract 125.10, Guilford County, North Carolina",3485,950,7,3485,126,851,1393,59,1393,0,1327,192,2735,62
1400000US37081012511,37,81,37081012511,"Census Tract 125.11, Guilford County, North Carolina",5156,1042,4.2,5156,336,1314,1845,49,1845,38,1781,219,3700,130
1400000US37081012604,37,81,37081012604,"Census Tract 126.04, Guilford County, North Carolina",3709,3038,10.4,3709,272,915,1470,328,1470,24,840,259,2668,507
1400000US37081012607,37,81,37081012607,"Census Tract 126.07, Guilford County, North Carolina",2716,1344,14.1,2716,159,553,1118,280,1118,14,735,243,1999,158
1400000US37081012608,37,81,37081012608,"Census Tract 126.08, Guilford County, North Carolina",2698,2403,7.9,2698,293,112,1141,389,1141,202,96,22,1609,362
1400000US37081012610,37,81,37081012610,"Census Tract 126.10, Guilford County, North Carolina",3249,2705,4.3,3249,193,433,1228,103,1228,121,801,235,2418,549
1400000US37081012611,37,81,37081012611,"Census Tract 126.11, Guilford County, North Carolina",3986,3444,16.8,3986,261,415,1780,259,1780,29,560,199,2644,300
1400000US37081012612,37,81,37081012612,"Census Tract 126.12, Guilford County, North Carolina",6255,5334,6.6,6255,421,1115,2565,648,2565,0,1308,215,4323,391
1400000US37081012617,37,81,37081012617,"Census Tract 126.17, Guilford County, North Carolina",3723,3134,3.8,3723,161,406,1460,207,1460,90,684,34,2300,378
1400000US37081012618,37,81,37081012618,"Census Tract 126.18, Guilford County, North Carolina",4025,3203,2.4,4025,137,560,1939,543,1939,32,83,0,2044,222
1400000US37081012619,37,81,37081012619,"Census Tract 126.19, Guilford County, North Carolina",3622,2335,2.8,3622,168,610,1826,129,1826,53,372,71,2579,183
1400000US37081012620,37,81,37081012620,"Census Tract 126.20, Guilford County, North Carolina",3819,2805,7.9,3819,218,396,1560,359,1560,120,416,93,2555,393
1400000US37081012621,37,81,37081012621,"Census Tract 126.21, Guilford County, North Carolina",4794,3648,1.3,4794,424,576,2000,253,2000,113,1142,282,3207,717
1400000US37081012703,37,81,37081012703,"Census Tract 127.03, Guilford County, North Carolina",4463,2017,1.4,4463,49,1126,1896,363,1896,63,927,111,3102,316
1400000US37081012704,37,81,37081012704,"Census Tract 127.04, Guilford County, North Carolina",4346,3864,4.3,4346,205,400,1447,519,1447,46,565,146,2527,517
1400000US37081012705,37,81,37081012705,"Census Tract 127.05, Guilford County, North Carolina",4229,4086,4.1,4229,434,600,1402,356,1402,0,886,192,2698,350
1400000US37081012706,37,81,37081012706,"Census Tract 127.06, Guilford County, North Carolina",4125,3974,5.1,4125,372,506,1404,457,1404,0,432,63,2357,666
1400000US37081012707,37,81,37081012707,"Census Tract 127.07, Guilford County, North Carolina",2952,2787,19.2,2952,147,171,1049,499,1049,59,218,87,1792,379
1400000US37081012803,37,81,37081012803,"Census Tract 128.03, Guilford County, North Carolina",8852,7648,4.6,8852,512,1003,3245,441,3245,76,2408,876,5569,506
1400000US37081012804,37,81,37081012804,"Census Tract 128.04, Guilford County, North Carolina",4889,4571,8.5,4889,127,560,2069,249,2069,26,899,192,3362,403
1400000US37081012805,37,81,37081012805,"Census Tract 128.05, Guilford County, North Carolina",2946,2600,7,2946,63,357,1271,307,1271,6,436,164,2132,346
1400000US37081013601,37,81,37081013601,"Census Tract 136.01, Guilford County, North Carolina",2839,1513,5.6,2839,51,217,478,63,478,26,277,128,670,111
1400000US37081013602,37,81,37081013602,"Census Tract 136.02, Guilford County, North Carolina",3897,2380,5.9,3897,338,378,1534,278,1534,75,754,235,2510,435
1400000US37081013700,37,81,37081013700,"Census Tract 137, Guilford County, North Carolina",3906,872,3.8,3906,190,780,1654,117,1654,33,1224,343,2913,200
1400000US37081013800,37,81,37081013800,"Census Tract 138, Guilford County, North Carolina",4468,4145,18.1,4468,164,1020,1566,407,1566,111,706,186,2922,902
1400000US37081013900,37,81,37081013900,"Census Tract 139, Guilford County, North Carolina",3862,3605,4.8,3862,230,427,1834,1002,1834,56,305,161,2786,937
1400000US37081014000,37,81,37081014000,"Census Tract 140, Guilford County, North Carolina",3446,2332,8.8,3446,293,456,1052,243,1052,94,355,74,2067,534
1400000US37081014200,37,81,37081014200,"Census Tract 142, Guilford County, North Carolina",4255,3114,11.8,4255,263,324,1479,331,1479,15,423,75,2699,709
1400000US37081014300,37,81,37081014300,"Census Tract 143, Guilford County, North Carolina",3179,2254,7.8,3179,243,361,1138,303,1138,175,224,81,2035,754
1400000US37081014406,37,81,37081014406,"Census Tract 144.06, Guilford County, North Carolina",2792,2355,12.8,2792,166,607,1084,121,1084,56,922,196,2052,465
1400000US37081014407,37,81,37081014407,"Census Tract 144.07, Guilford County, North Carolina",6057,1778,2.3,6057,368,1380,2606,139,2606,75,1503,279,4523,149
1400000US37081014408,37,81,37081014408,"Census Tract 144.08, Guilford County, North Carolina",2729,2265,15.2,2729,198,276,966,304,966,72,412,61,1752,432
1400000US37081014409,37,81,37081014409,"Census Tract 144.09, Guilford County, North Carolina",2786,798,3.3,2786,92,616,1252,92,1252,0,922,249,2090,156
1400000US37081014410,37,81,37081014410,"Census Tract 144.10, Guilford County, North Carolina",3643,1773,3.6,3643,310,585,1581,319,1581,62,660,121,2429,249
1400000US37081014411,37,81,37081014411,"Census Tract 144.11, Guilford County, North Carolina",5937,4406,11,5937,473,677,1945,200,1945,73,993,201,3228,525
1400000US37081014412,37,81,37081014412,"Census Tract 144.12, Guilford County, North Carolina",2803,1326,8.3,2803,74,814,1099,113,1099,59,754,276,2167,343
1400000US37081014501,37,81,37081014501,"Census Tract 145.01, Guilford County, North Carolina",1415,971,4.3,1415,270,139,469,135,469,83,219,39,861,254
1400000US37081014502,37,81,37081014502,"Census Tract 145.02, Guilford County, North Carolina",5399,3970,12.3,5399,391,601,1908,344,1908,171,868,143,3618,917
1400000US37081014503,37,81,37081014503,"Census Tract 145.03, Guilford County, North Carolina",3202,2736,11.2,3202,434,279,1117,365,1117,55,531,115,1789,596
1400000US37081015100,37,81,37081015100,"Census Tract 151, Guilford County, North Carolina",5200,1760,2.6,5200,310,1132,1975,105,1975,0,1640,438,3764,621
1400000US37081015201,37,81,37081015201,"Census Tract 152.01, Guilford County, North Carolina",4805,1276,5.2,4805,291,812,1944,280,1944,14,1463,222,3483,256
1400000US37081015202,37,81,37081015202,"Census Tract 152.02, Guilford County, North Carolina",5669,2292,1.6,5669,360,742,2015,136,2015,0,1379,285,3581,175
1400000US37081015301,37,81,37081015301,"Census Tract 153.01, Guilford County, North Carolina",5482,1891,3.4,5482,304,1063,2220,68,2220,0,1925,154,4048,220
1400000US37081015302,37,81,37081015302,"Census Tract 153.02, Guilford County, North Carolina",3938,1928,5.4,3938,249,568,1596,153,1596,0,755,168,2670,164
1400000US37081015401,37,81,37081015401,"Census Tract 154.01, Guilford County, North Carolina",6908,2743,1.1,6908,650,1065,2380,163,2380,0,1985,273,4741,320
1400000US37081015402,37,81,37081015402,"Census Tract 154.02, Guilford County, North Carolina",7333,4710,3.5,7333,793,784,2612,396,2612,71,1659,381,4455,667
1400000US37081015500,37,81,37081015500,"Census Tract 155, Guilford County, North Carolina",7404,5058,8.2,7404,427,789,2953,313,2953,59,1390,259,5019,577
1400000US37081015601,37,81,37081015601,"Census Tract 156.01, Guilford County, North Carolina",5187,157,2.6,5187,190,560,1672,91,1672,0,1595,267,3338,120
1400000US37081015602,37,81,37081015602,"Census Tract 156.02, Guilford County, North Carolina",6856,2977,0,6856,221,1060,2260,251,2260,19,1840,458,4778,164
1400000US37081015703,37,81,37081015703,"Census Tract 157.03, Guilford County, North Carolina",5212,1496,8.5,5212,347,949,2521,122,2521,12,1558,389,4083,171
1400000US37081015704,37,81,37081015704,"Census Tract 157.04, Guilford County, North Carolina",6405,1890,10.4,6405,388,1100,2753,157,2753,14,1490,137,4068,163
1400000US37081015705,37,81,37081015705,"Census Tract 157.05, Guilford County, North Carolina",2537,891,1.3,2537,77,389,1486,138,1486,29,513,98,1974,71
1400000US37081015706,37,81,37081015706,"Census Tract 157.06, Guilford County, North Carolina",7748,4090,1.7,7748,500,1240,2549,181,2549,33,2319,462,5105,69
1400000US37081015707,37,81,37081015707,"Census Tract 157.07, Guilford County, North Carolina",5321,1552,1.4,5321,283,1198,2436,143,2436,36,1800,282,3879,72
1400000US37081015800,37,81,37081015800,"Census Tract 158, Guilford County, North Carolina",8866,1415,1.6,8866,502,1338,3088,304,3088,0,2599,552,6036,255
1400000US37081015901,37,81,37081015901,"Census Tract 159.01, Guilford County, North Carolina",6411,1817,5.3,6411,215,574,2116,228,2116,0,1762,239,4140,187
1400000US37081015902,37,81,37081015902,"Census Tract 159.02, Guilford County, North Carolina",4576,732,3.4,4576,211,582,1712,46,1712,10,1665,235,3207,19
1400000US37081016003,37,81,37081016003,"Census Tract 160.03, Guilford County, North Carolina",4986,1545,1.4,4986,363,673,1588,75,1588,0,1372,272,3250,127
1400000US37081016005,37,81,37081016005,"Census Tract 160.05, Guilford County, North Carolina",2145,716,4.3,2145,96,347,837,73,837,11,480,83,1465,21
1400000US37081016006,37,81,37081016006,"Census Tract 160.06, Guilford County, North Carolina",4744,2102,2.8,4744,347,656,1902,184,1902,51,680,46,3101,87
1400000US37081016007,37,81,37081016007,"Census Tract 160.07, Guilford County, North Carolina",4935,1314,7.7,4935,273,877,2390,249,2390,5,1403,124,3628,79
1400000US37081016008,37,81,37081016008,"Census Tract 160.08, Guilford County, North Carolina",7741,2415,3.6,7741,224,777,2847,175,2847,40,2266,251,4974,39
1400000US37081016009,37,81,37081016009,"Census Tract 160.09, Guilford County, North Carolina",3549,721,1.3,3549,178,662,1445,23,1445,40,1347,269,2578,29
1400000US37081016010,37,81,37081016010,"Census Tract 160.10, Guilford County, North Carolina",2380,516,7.3,2380,140,546,1409,137,1409,8,699,176,1976,22
